ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10005313,B,working fulltime,51,NA,no,14,new england,0,0,2,$25000 or more,once a year,3,NA,0,0,Pretty Happy
10005319,B,working fulltime,42,NA,NA,15,middle atlantic,0,1,0,$15000 - 19999,every week,1,NA,1,1,Pretty Happy
10005320,B,"unempl, laid off",46,NA,no,13,new england,0,0,0,$10000 - 14999,once a month,1,2,1,NA,Pretty Happy
10005322,B,working parttime,46,no,NA,12,middle atlantic,0,0,0,$15000 - 19999,sevrl times a yr,1,NA,1,0,Very Happy
10005323,B,working fulltime,52,NA,NA,15,middle atlantic,0,0,0,$20000 - 24999,sevrl times a yr,1,NA,0,1,Pretty Happy
10005324,B,retired,64,no,NA,15,middle atlantic,0,0,0,$15000 - 19999,lt once a year,1,3,1,NA,Pretty Happy
10005328,B,working fulltime,51,NA,NA,13,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,0,0,Pretty Happy
10005330,B,retired,27,no,no,11,middle atlantic,0,0,0,NA,sevrl times a yr,2,2,0,0,Pretty Happy
10005333,B,temp not working,46,no,no,12,middle atlantic,0,0,0,NA,every week,1,NA,1,0,Pretty Happy
10005334,B,keeping house,30,no,NA,13,middle atlantic,0,0,0,$10000 - 14999,nrly every week,1,3,1,NA,Pretty Happy
10005335,B,working fulltime,51,NA,no,18,middle atlantic,0,0,0,$25000 or more,nrly every week,1,NA,0,0,Pretty Happy
10005336,B,working fulltime,43,NA,NA,16,middle atlantic,0,0,0,$25000 or more,once a year,2,2,0,0,Pretty Happy
10005337,B,retired,28,no,NA,8,middle atlantic,0,0,0,$7000 to 7999,once a month,2,2,1,0,Pretty Happy
10005338,B,retired,54,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,6,0,NA,Very Happy
10005339,B,keeping house,28,no,no,11,middle atlantic,0,0,0,$10000 - 14999,2-3x a month,1,NA,1,0,Pretty Happy
10005341,B,working fulltime,27,NA,NA,12,middle atlantic,0,0,0,NA,never,3,2,0,NA,Pretty Happy
10005344,B,working fulltime,35,NA,NA,12,middle atlantic,0,0,0,NA,never,1,1,0,NA,Very Happy
10005345,B,working fulltime,36,NA,NA,12,middle atlantic,0,0,0,$15000 - 19999,sevrl times a yr,3,4,0,NA,Pretty Happy
10005347,B,working fulltime,32,yes,no,12,middle atlantic,0,0,0,$25000 or more,nrly every week,1,NA,1,1,Not Happy
10005349,B,working fulltime,64,no,no,20,middle atlantic,0,0,1,$25000 or more,2-3x a month,3,NA,1,0,Pretty Happy
10005350,B,working fulltime,37,yes,yes,18,new england,0,0,0,NA,every week,2,2,0,1,Pretty Happy
10005355,B,working fulltime,44,no,no,12,middle atlantic,0,2,0,$25000 or more,more thn once wk,2,2,1,1,Very Happy
10005357,B,working fulltime,29,NA,no,11,middle atlantic,0,1,1,$7000 to 7999,never,1,NA,1,0,Not Happy
10005358,B,working fulltime,24,yes,no,10,middle atlantic,0,0,1,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10005359,B,keeping house,40,no,NA,12,middle atlantic,0,0,0,NA,once a year,3,3,1,NA,Pretty Happy
10005360,B,working fulltime,42,no,no,12,middle atlantic,2,0,0,$25000 or more,sevrl times a yr,2,4,1,1,Very Happy
10005361,B,other,34,no,NA,8,new england,0,0,0,$10000 - 14999,every week,1,2,1,NA,Not Happy
10005362,B,"unempl, laid off",47,yes,no,11,new england,0,0,0,$10000 - 14999,once a year,2,6,0,1,Very Happy
10005363,B,working fulltime,36,NA,yes,12,new england,0,0,0,$20000 - 24999,once a year,1,NA,1,0,Pretty Happy
10005365,B,working fulltime,47,no,no,12,new england,0,0,0,$10000 - 14999,never,2,2,1,1,Pretty Happy
10005366,B,keeping house,32,NA,no,15,e. sou. central,2,1,0,$10000 - 14999,once a month,2,5,1,1,Pretty Happy
10005367,B,temp not working,31,NA,NA,11,new england,1,0,0,$10000 - 14999,never,1,1,0,NA,Pretty Happy
10005368,B,working fulltime,41,no,no,14,new england,3,0,2,$25000 or more,every week,1,1,0,NA,Pretty Happy
10005369,B,retired,46,no,no,12,new england,0,0,0,$25000 or more,2-3x a month,3,NA,1,0,Very Happy
10005370,B,working fulltime,44,NA,NA,12,new england,0,0,0,$25000 or more,once a year,2,3,0,0,Pretty Happy
10005371,B,retired,66,no,NA,16,foreign,0,0,0,NA,never,1,1,1,NA,Not Happy
10005373,B,temp not working,53,no,no,12,e. nor. central,0,2,0,$25000 or more,2-3x a month,2,1,1,1,Pretty Happy
10005374,B,retired,24,no,no,11,e. nor. central,0,0,0,$25000 or more,every week,3,3,0,NA,Very Happy
10005375,B,working fulltime,44,no,NA,15,e. nor. central,0,0,0,$25000 or more,nrly every week,1,NA,1,0,Pretty Happy
10005378,B,retired,46,no,NA,12,e. nor. central,0,0,0,$7000 to 7999,sevrl times a yr,2,2,1,0,Pretty Happy
10005381,B,working fulltime,40,NA,no,13,e. nor. central,0,0,0,$25000 or more,nrly every week,1,1,0,NA,Pretty Happy
10005383,B,working fulltime,41,no,no,14,e. nor. central,0,0,0,$25000 or more,once a year,1,NA,0,0,Very Happy
10005384,B,retired,36,yes,NA,10,e. nor. central,0,0,0,$20000 - 24999,2-3x a month,1,4,1,NA,Pretty Happy
10005385,B,working fulltime,61,NA,no,14,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,0,Very Happy
10005392,B,working fulltime,39,no,no,13,e. nor. central,0,4,0,$25000 or more,lt once a year,1,NA,0,0,Pretty Happy
10005393,B,working parttime,39,no,no,12,e. nor. central,0,0,0,$25000 or more,once a year,2,4,0,0,Pretty Happy
10005395,B,retired,29,no,no,14,w. nor. central,0,0,0,$25000 or more,nrly every week,2,NA,1,0,Pretty Happy
10005396,B,working fulltime,40,NA,no,14,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,2,0,0,Pretty Happy
10005397,B,working fulltime,69,no,no,12,e. nor. central,0,0,0,$25000 or more,more thn once wk,1,3,0,NA,Very Happy
10005398,B,working parttime,28,NA,no,14,e. nor. central,0,0,1,$25000 or more,once a year,3,NA,1,0,Very Happy
10005399,B,working fulltime,30,yes,no,13,e. nor. central,0,1,1,$25000 or more,every week,3,0,1,NA,Pretty Happy
10005402,B,keeping house,29,no,no,12,e. nor. central,0,0,2,$25000 or more,every week,2,3,1,0,Pretty Happy
10005404,B,working fulltime,66,yes,no,17,e. nor. central,0,0,0,$25000 or more,every week,3,NA,0,0,Pretty Happy
10005405,B,working fulltime,30,no,NA,NA,e. nor. central,0,0,0,NA,every week,3,NA,0,0,Pretty Happy
10005406,B,working fulltime,35,no,no,12,e. nor. central,1,1,0,$25000 or more,sevrl times a yr,3,NA,1,0,Very Happy
10005410,B,working fulltime,35,NA,NA,13,e. nor. central,0,0,0,NA,sevrl times a yr,2,5,1,1,Pretty Happy
10005412,B,working fulltime,39,NA,no,12,e. nor. central,0,0,0,NA,every week,2,2,0,1,Not Happy
10005413,B,working fulltime,35,NA,NA,12,e. nor. central,0,0,0,$20000 - 24999,sevrl times a yr,3,NA,0,0,Not Happy
10005415,B,other,36,no,NA,12,e. nor. central,1,0,0,$20000 - 24999,more thn once wk,1,NA,1,0,Not Happy
10005416,B,keeping house,28,no,NA,8,e. nor. central,0,0,0,NA,lt once a year,2,3,1,0,Pretty Happy
10005417,B,working fulltime,25,no,no,8,e. nor. central,0,2,0,NA,lt once a year,2,6,0,0,Very Happy
10005421,B,working fulltime,30,NA,no,12,e. nor. central,0,0,0,$25000 or more,once a year,2,6,0,0,Very Happy
10005422,B,keeping house,30,yes,no,8,e. nor. central,0,0,0,$20000 - 24999,once a year,1,2,0,NA,Pretty Happy
10005423,B,working fulltime,64,NA,no,19,e. nor. central,0,0,0,$25000 or more,more thn once wk,1,2,1,NA,Very Happy
10005424,B,other,46,no,no,12,w. sou. central,0,0,0,$20000 - 24999,once a month,3,NA,1,1,Not Happy
10005425,B,school,NA,NA,NA,17,foreign,0,0,0,$25000 or more,never,3,5,0,NA,Pretty Happy
10005426,B,working fulltime,74,NA,NA,16,w. nor. central,0,0,0,$10000 - 14999,once a year,2,2,0,0,Very Happy
10005428,B,working fulltime,50,no,no,16,w. nor. central,1,0,2,$25000 or more,every week,3,2,0,NA,Pretty Happy
10005431,B,working fulltime,74,NA,no,19,w. nor. central,0,0,0,$25000 or more,lt once a year,3,3,1,NA,Very Happy
10005433,B,working parttime,32,NA,no,17,w. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,3,0,NA,Pretty Happy
10005435,B,working parttime,49,no,no,19,foreign,0,2,0,$25000 or more,more thn once wk,3,1,0,NA,Pretty Happy
10005436,B,working fulltime,31,NA,no,12,w. nor. central,0,0,0,$25000 or more,once a year,3,NA,1,1,Pretty Happy
10005437,B,working parttime,20,yes,no,12,w. nor. central,0,0,2,$25000 or more,sevrl times a yr,3,4,1,NA,Pretty Happy
10005438,B,working fulltime,60,NA,NA,16,w. nor. central,0,0,0,$8000 to 9999,every week,1,0,1,NA,Pretty Happy
10005440,B,school,41,NA,NA,17,w. nor. central,0,0,0,$8000 to 9999,once a year,1,NA,0,1,Pretty Happy
10005441,B,working fulltime,22,no,no,13,w. sou. central,1,0,1,$25000 or more,never,2,4,0,1,Not Happy
10005442,B,working parttime,29,NA,no,14,w. nor. central,0,1,0,$10000 - 14999,once a year,1,1,1,NA,Pretty Happy
10005444,B,working fulltime,27,NA,NA,16,w. nor. central,0,0,0,$7000 to 7999,NA,2,3,0,1,Not Happy
10005446,B,temp not working,35,NA,NA,14,e. nor. central,0,0,0,$8000 to 9999,sevrl times a yr,1,3,1,NA,Very Happy
10005447,B,working fulltime,35,NA,no,10,e. nor. central,0,0,1,$15000 - 19999,never,3,NA,0,1,Very Happy
10005449,B,working fulltime,17,NA,no,8,e. nor. central,0,0,0,$4000 to 4999,NA,2,5,1,0,Pretty Happy
10005454,B,working fulltime,27,no,no,12,e. nor. central,0,0,0,$25000 or more,never,3,NA,0,1,Pretty Happy
10005456,B,keeping house,51,no,no,12,e. nor. central,2,0,0,$15000 - 19999,once a year,3,NA,1,1,Pretty Happy
10005459,B,working fulltime,46,yes,no,13,e. nor. central,0,1,2,$25000 or more,every week,2,2,1,1,Pretty Happy
10005461,B,working parttime,29,yes,yes,10,e. nor. central,0,0,0,$15000 - 19999,never,3,4,1,NA,Pretty Happy
10005463,B,keeping house,28,no,NA,12,e. nor. central,0,0,0,NA,NA,1,NA,1,0,Pretty Happy
10005464,B,working parttime,52,no,no,16,e. nor. central,2,0,0,$25000 or more,never,3,NA,1,0,Pretty Happy
10005465,B,working fulltime,35,no,no,12,e. nor. central,0,2,0,$25000 or more,every week,3,2,1,NA,Pretty Happy
10005466,B,working fulltime,35,NA,NA,12,e. nor. central,0,0,1,NA,every week,3,3,0,NA,Pretty Happy
10005468,B,working fulltime,51,no,no,19,foreign,0,0,1,$25000 or more,sevrl times a yr,2,2,0,0,Very Happy
10005470,B,retired,22,no,no,11,e. nor. central,0,0,0,$25000 or more,once a year,3,2,0,NA,Very Happy
10005473,B,working fulltime,27,no,no,12,w. nor. central,0,0,2,$25000 or more,once a year,3,1,0,NA,Very Happy
10005474,B,retired,66,no,no,15,w. nor. central,0,0,0,NA,sevrl times a yr,3,3,1,NA,Pretty Happy
10005477,B,"unempl, laid off",35,NA,NA,12,w. nor. central,0,0,0,NA,lt once a year,3,4,1,NA,Pretty Happy
10005479,B,retired,40,no,no,12,w. nor. central,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
10005480,B,working fulltime,27,NA,yes,15,w. nor. central,0,0,0,$15000 - 19999,once a year,3,2,0,NA,Pretty Happy
10005481,B,working fulltime,37,no,no,13,w. nor. central,0,0,0,NA,once a year,3,3,0,NA,Pretty Happy
10005484,B,retired,30,NA,no,12,w. nor. central,0,0,0,$25000 or more,never,2,3,0,0,Very Happy
10005486,NA,working fulltime,34,no,NA,9,w. sou. central,1,0,0,$25000 or more,lt once a year,2,3,1,0,Pretty Happy
10005487,B,working fulltime,50,NA,NA,12,w. nor. central,0,0,0,$25000 or more,once a year,3,NA,0,1,Pretty Happy
10005488,B,retired,NA,no,NA,20,w. nor. central,0,0,0,$6000 to 6999,never,3,0,1,NA,Not Happy
10005494,B,retired,47,no,no,12,w. nor. central,0,0,0,$25000 or more,2-3x a month,2,5,0,0,Very Happy
10005495,B,retired,36,yes,no,13,w. nor. central,0,0,0,$10000 - 14999,more thn once wk,1,NA,1,0,Very Happy
10005496,B,working fulltime,69,no,NA,18,mountain,0,2,1,$25000 or more,more thn once wk,2,2,0,0,Pretty Happy
10005498,B,retired,46,no,NA,8,w. sou. central,0,0,0,$25000 or more,every week,2,4,1,0,Pretty Happy
10005500,B,working fulltime,51,yes,NA,16,w. nor. central,0,3,0,$25000 or more,nrly every week,3,NA,0,0,Pretty Happy
10005502,B,working fulltime,32,no,no,12,w. nor. central,2,0,0,$20000 - 24999,2-3x a month,1,6,0,NA,Not Happy
10005503,B,working parttime,42,no,no,12,w. sou. central,0,0,0,$20000 - 24999,more thn once wk,2,7,1,0,Pretty Happy
10005504,B,retired,49,yes,NA,13,pacific,0,0,0,$10000 - 14999,once a month,3,NA,1,0,Very Happy
10005505,B,working fulltime,47,no,NA,11,w. nor. central,0,0,0,NA,every week,2,1,0,0,Pretty Happy
10005508,B,working fulltime,25,yes,no,12,w. nor. central,0,0,0,$20000 - 24999,once a year,2,4,0,0,Pretty Happy
10005509,B,working fulltime,46,no,no,14,w. nor. central,0,2,0,$25000 or more,lt once a year,3,2,0,NA,Very Happy
10005510,B,retired,29,no,NA,12,w. nor. central,0,0,0,$10000 - 14999,nrly every week,3,5,1,NA,Very Happy
10005513,B,working fulltime,65,no,no,16,w. sou. central,0,0,0,$25000 or more,2-3x a month,1,NA,1,0,Pretty Happy
10005515,B,working fulltime,51,NA,NA,16,w. nor. central,0,0,0,$10000 - 14999,once a year,1,1,1,NA,Pretty Happy
10005516,B,school,29,NA,NA,15,foreign,0,0,0,$3000 to 3999,lt once a year,2,4,0,1,Pretty Happy
10005518,B,working fulltime,49,yes,no,15,w. nor. central,0,0,0,$25000 or more,once a month,3,NA,0,0,Very Happy
10005520,B,working fulltime,66,yes,NA,16,w. nor. central,1,0,0,$25000 or more,once a month,3,NA,1,0,Very Happy
10005523,B,working fulltime,61,no,no,17,pacific,0,2,0,$25000 or more,once a year,1,NA,0,0,Very Happy
10005525,NA,keeping house,29,no,no,12,south atlantic,1,2,0,$25000 or more,2-3x a month,3,6,1,NA,Pretty Happy
10005527,B,keeping house,66,no,no,16,foreign,1,0,0,NA,once a year,1,2,1,NA,Very Happy
10005528,B,keeping house,51,no,no,16,south atlantic,0,0,0,$25000 or more,2-3x a month,1,1,1,NA,Very Happy
10005531,B,working fulltime,30,no,no,12,e. nor. central,0,0,0,$25000 or more,lt once a year,2,4,0,0,Very Happy
10005533,B,working fulltime,66,no,no,14,e. nor. central,0,0,2,$25000 or more,nrly every week,1,NA,1,0,Pretty Happy
10005534,B,"unempl, laid off",45,NA,no,13,e. nor. central,0,0,0,$15000 - 19999,lt once a year,1,NA,0,1,Pretty Happy
10005536,B,working fulltime,51,NA,no,15,e. nor. central,0,1,0,$25000 or more,sevrl times a yr,2,1,1,1,Not Happy
10005537,B,working fulltime,35,NA,no,NA,e. nor. central,2,0,0,$15000 - 19999,never,2,1,0,0,Pretty Happy
10005538,B,working fulltime,30,NA,NA,14,e. nor. central,0,0,0,$25000 or more,once a year,3,NA,0,0,Pretty Happy
10005542,B,"unempl, laid off",24,NA,NA,12,e. nor. central,0,0,0,$10000 - 14999,once a year,1,4,1,NA,Very Happy
10005543,NA,working parttime,17,yes,no,12,e. nor. central,1,1,0,$25000 or more,never,3,NA,1,1,Pretty Happy
10005544,B,working fulltime,43,yes,NA,14,e. nor. central,0,0,0,$25000 or more,once a year,3,NA,0,0,Pretty Happy
10005545,B,working fulltime,47,NA,NA,14,e. nor. central,0,0,0,$25000 or more,lt once a year,1,NA,0,0,Pretty Happy
10005546,B,retired,NA,no,NA,10,e. nor. central,0,0,0,NA,never,2,8,1,0,Not Happy
10005548,B,working fulltime,35,no,no,12,e. nor. central,0,1,1,$25000 or more,never,2,3,1,0,Pretty Happy
10005549,B,retired,36,no,no,12,e. nor. central,0,0,0,NA,every week,2,8,0,0,Pretty Happy
10005551,B,working fulltime,26,NA,no,12,e. nor. central,0,0,0,$25000 or more,never,3,1,0,NA,Very Happy
10005556,B,temp not working,35,no,no,12,e. nor. central,1,0,0,$25000 or more,once a year,2,13,0,1,Pretty Happy
10005557,B,working parttime,32,NA,no,12,e. nor. central,0,0,0,$15000 - 19999,lt once a year,1,NA,0,1,Pretty Happy
10005558,B,working fulltime,29,yes,no,14,e. nor. central,1,0,0,$25000 or more,lt once a year,2,2,1,1,Not Happy
10005559,B,retired,29,no,no,12,e. nor. central,0,0,0,NA,every week,3,3,1,NA,Very Happy
10005560,B,retired,30,no,no,8,e. nor. central,0,0,0,NA,nrly every week,1,NA,0,0,Very Happy
10005562,B,working fulltime,32,no,no,12,e. nor. central,0,1,1,$25000 or more,once a month,2,3,1,1,Pretty Happy
10005563,B,retired,46,no,NA,14,e. nor. central,0,0,0,NA,nrly every week,1,0,1,NA,Pretty Happy
10005566,B,working fulltime,43,NA,NA,17,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,1,0,1,Pretty Happy
10005568,B,working fulltime,66,yes,no,15,e. nor. central,1,1,2,$25000 or more,sevrl times a yr,1,NA,0,0,Pretty Happy
10005569,B,working fulltime,47,NA,no,11,e. nor. central,0,1,1,$25000 or more,once a year,1,2,0,NA,Very Happy
10005570,B,retired,43,NA,no,12,e. nor. central,0,0,0,$15000 - 19999,every week,1,NA,1,0,Pretty Happy
10005572,B,retired,40,NA,NA,5,e. nor. central,0,0,0,$5000 to 5999,2-3x a month,2,8,1,0,Not Happy
10005576,B,retired,24,no,NA,10,e. nor. central,0,0,0,$5000 to 5999,nrly every week,3,NA,1,0,Pretty Happy
10005577,B,working fulltime,44,no,NA,12,e. nor. central,0,0,1,$15000 - 19999,every week,3,2,1,NA,Pretty Happy
10005578,B,working fulltime,28,yes,no,12,e. nor. central,0,0,0,$25000 or more,once a year,2,2,1,1,Pretty Happy
10005584,B,keeping house,47,no,no,16,e. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,1,Pretty Happy
10005586,B,working fulltime,23,NA,no,11,e. sou. central,0,0,1,$3000 to 3999,2-3x a month,2,2,1,1,Very Happy
10005587,B,keeping house,30,no,NA,3,e. sou. central,0,0,0,$4000 to 4999,2-3x a month,3,2,1,NA,Pretty Happy
10005588,B,keeping house,NA,NA,NA,5,e. sou. central,0,0,2,$6000 to 6999,once a year,1,NA,1,0,Pretty Happy
10005590,B,retired,47,no,NA,8,e. sou. central,0,0,0,$10000 - 14999,every week,3,NA,0,0,Not Happy
10005592,B,retired,32,NA,NA,10,e. sou. central,0,0,0,$6000 to 6999,more thn once wk,3,NA,1,0,Pretty Happy
10005593,B,working fulltime,28,no,no,14,e. sou. central,0,0,0,NA,2-3x a month,3,NA,1,0,Very Happy
10005594,B,working fulltime,32,NA,NA,12,e. sou. central,2,0,2,$15000 - 19999,once a month,2,2,1,0,Very Happy
10005595,B,working fulltime,34,yes,no,11,e. sou. central,0,0,0,$10000 - 14999,once a month,3,4,0,NA,Very Happy
10005596,B,keeping house,NA,no,no,12,e. sou. central,2,0,0,$25000 or more,more thn once wk,2,3,1,0,Very Happy
10005598,B,working fulltime,47,no,NA,12,e. sou. central,0,0,0,$25000 or more,nrly every week,3,3,1,NA,Pretty Happy
10005599,B,working fulltime,43,no,no,12,e. sou. central,0,0,2,$25000 or more,more thn once wk,3,NA,1,0,Very Happy
10005602,B,retired,40,no,NA,12,south atlantic,0,0,0,$25000 or more,more thn once wk,3,NA,0,0,Very Happy
10005603,B,keeping house,51,yes,NA,12,south atlantic,0,0,0,$8000 to 9999,every week,1,NA,1,0,Pretty Happy
10005604,B,retired,47,no,no,11,middle atlantic,0,0,0,$20000 - 24999,once a year,1,NA,0,1,Pretty Happy
10005605,B,keeping house,47,no,NA,8,middle atlantic,0,0,0,$6000 to 6999,once a year,2,4,1,0,Very Happy
10005607,B,working parttime,43,NA,no,14,south atlantic,1,1,1,$25000 or more,every week,1,2,1,NA,Pretty Happy
10005608,B,keeping house,23,NA,yes,12,south atlantic,0,0,0,$6000 to 6999,never,2,8,1,1,Pretty Happy
10005610,B,working fulltime,51,no,no,12,south atlantic,0,0,0,$25000 or more,NA,2,10,0,0,Very Happy
10005611,B,working parttime,34,no,no,11,south atlantic,0,0,0,NA,never,2,5,1,0,Very Happy
10005612,B,retired,35,no,NA,11,middle atlantic,0,0,0,$8000 to 9999,never,2,4,0,0,Very Happy
10005616,B,keeping house,50,no,NA,11,south atlantic,0,0,0,NA,every week,3,NA,1,0,Pretty Happy
10005617,B,working parttime,28,NA,NA,13,south atlantic,0,0,0,$25000 or more,once a year,3,3,1,NA,Pretty Happy
10005618,B,working fulltime,NA,no,no,12,south atlantic,1,0,0,$25000 or more,more thn once wk,1,NA,0,0,Very Happy
10005621,B,working fulltime,66,NA,no,18,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,8,1,1,Pretty Happy
10005625,B,retired,29,NA,no,12,south atlantic,0,0,0,$6000 to 6999,every week,3,NA,1,0,Pretty Happy
10005629,B,keeping house,36,yes,no,10,south atlantic,0,0,0,lt $1000,never,2,10,1,1,Pretty Happy
10005631,B,keeping house,44,yes,no,14,pacific,0,0,1,$1000 to 2999,sevrl times a yr,1,NA,0,0,Pretty Happy
10005633,B,keeping house,NA,NA,no,12,e. nor. central,0,0,0,NA,once a year,1,NA,1,0,Not Happy
10005634,B,working fulltime,28,NA,no,9,e. sou. central,0,1,0,$15000 - 19999,lt once a year,3,NA,1,0,Pretty Happy
10005636,B,working fulltime,31,no,no,7,e. sou. central,0,0,0,$25000 or more,every week,3,NA,1,0,Very Happy
10005637,B,working parttime,40,NA,no,8,e. sou. central,0,0,0,$8000 to 9999,once a year,3,3,0,NA,Pretty Happy
10005638,B,working fulltime,64,no,no,18,e. sou. central,0,1,0,$25000 or more,every week,2,2,1,0,Very Happy
10005640,B,working fulltime,29,no,no,11,e. nor. central,1,0,0,$25000 or more,never,3,NA,0,1,Pretty Happy
10005642,B,working parttime,40,no,no,8,e. sou. central,0,0,0,$10000 - 14999,once a year,3,NA,0,0,Pretty Happy
10005646,B,other,34,no,no,3,e. sou. central,0,0,0,NA,once a year,2,5,0,NA,Pretty Happy
10005647,B,keeping house,42,yes,no,3,e. nor. central,0,3,0,$1000 to 2999,once a year,2,2,1,0,Pretty Happy
10005650,B,working parttime,40,no,no,7,e. sou. central,0,1,1,NA,never,1,NA,0,NA,Pretty Happy
10005653,B,retired,39,no,no,8,e. sou. central,0,0,0,$8000 to 9999,more thn once wk,2,2,0,1,Pretty Happy
10005656,B,school,31,NA,NA,10,w. sou. central,1,0,1,$1000 to 2999,2-3x a month,1,NA,1,1,Pretty Happy
10005658,B,working fulltime,28,NA,no,16,w. sou. central,0,1,1,$25000 or more,NA,1,3,1,NA,Pretty Happy
10005660,B,keeping house,NA,no,no,11,w. sou. central,0,0,0,$20000 - 24999,more thn once wk,2,4,1,0,Very Happy
10005661,B,keeping house,NA,no,no,14,w. sou. central,0,1,1,$20000 - 24999,every week,2,2,1,0,Very Happy
10005664,B,keeping house,NA,no,no,10,e. sou. central,2,1,0,$25000 or more,once a month,2,1,1,1,Pretty Happy
10005666,B,working fulltime,39,no,no,12,e. sou. central,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
