ID,Alcohol_Consumption
10002807,Multiple times in a week
10002809,Occassional
10002811,Never
10002812,
10002821,Once a month
10002823,Occassional
10002824,Occassional
10002825,Once a week
10002827,Once a month
10002829,Rarely
10002830,Rarely
10002832,
10002837,Rarely
10002838,Rarely
10002840,Once a month
10002842,Occassional
10002845,Never
10002850,Occassional
10002851,
10002852,Once a month
10002854,Once a month
10002856,Occassional
10002857,Occassional
10002859,Once a month
10002860,Once a month
10002861,Occassional
10002862,2 - 3 times a month
10002863,Rarely
10002865,Occassional
10002866,Once a month
10002867,Once a month
10002869,Never
10002870,2 - 3 times a month
10002871,Never
10002873,Once a week
10002876,Multiple times in a week
10002877,Rarely
10002879,
10002880,2 - 3 times a month
10002884,Occassional
10002885,
10002887,Once a month
10002888,2 - 3 times a month
10002889,2 - 3 times a month
10002890,
10002891,Occassional
10002892,Once a week
10002893,Once a week
10002895,Occassional
10002896,Once a month
10002898,Rarely
10002900,2 - 3 times a month
10002902,
10002903,Once a week
10002905,Once a month
10002906,Once a month
10002907,Once a week
10002909,Rarely
10002912,Rarely
10002913,2 - 3 times a month
10002914,Rarely
10002915,Occassional
10002916,Once a week
10002917,Once a month
10002920,Rarely
10002922,Once a week
10002923,Once a week
10002925,Once a week
10002927,Occassional
10002928,Once a week
10002929,Once a month
10002930,Multiple times in a week
10002931,Never
10002932,Once a week
10002933,Once a month
10002934,Rarely
10002936,Occassional
10002937,2 - 3 times a month
10002938,Once a month
10002939,Once a week
10002940,Rarely
10002941,Once a week
10002942,Rarely
10002943,Once a month
10002945,Never
10002946,Rarely
10002954,Multiple times in a week
10002955,2 - 3 times a month
10002956,Rarely
10002958,Once a month
10002960,Occassional
10002961,Never
10002963,Rarely
10002965,Never
10002966,Once a month
10002968,Once a month
10002972,Multiple times in a week
10002973,2 - 3 times a month
10002975,Rarely
10002976,Rarely
10002977,Never
10002979,Once a week
10002981,Occassional
10002983,Rarely
10002984,Once a month
10002986,Never
10002988,Rarely
10002990,Once a month
10002992,Once a month
10002997,Rarely
10002999,2 - 3 times a month
10003000,Never
10003001,Occassional
10003003,2 - 3 times a month
10003005,Never
10003006,Once a month
10003007,
10003009,2 - 3 times a month
10003010,Rarely
10003013,Never
10003016,Occassional
10003017,Once a month
10003018,Once a week
10003020,Once a month
10003021,Once a month
10003022,
10003025,Rarely
10003028,Occassional
10003033,Once a month
10003035,2 - 3 times a month
10003036,Once a month
10003037,Never
10003038,Occassional
10003040,Occassional
10003041,Once a month
10003042,Once a month
10003043,Never
10003044,Rarely
10003045,Occassional
10003046,2 - 3 times a month
10003047,2 - 3 times a month
10003049,Once a week
10003051,Rarely
10003052,Once a week
10003053,
10003054,Once a week
10003057,2 - 3 times a month
10003058,Rarely
10003059,Once a month
10003060,Multiple times in a week
10003061,Once a month
10003064,Once a week
10003065,Once a month
10003066,Once a week
10003067,Never
10003068,2 - 3 times a month
10003069,Never
10003070,Occassional
10003071,Multiple times in a week
10003074,2 - 3 times a month
10003075,2 - 3 times a month
10003077,Occassional
10003078,Once a week
10003079,2 - 3 times a month
10003080,Rarely
10003081,Rarely
10003084,Rarely
10003086,Occassional
10003088,Once a week
10003089,Once a week
10003090,
10003091,2 - 3 times a month
10003093,2 - 3 times a month
10003094,2 - 3 times a month
10003096,Once a week
10003097,Multiple times in a week
10003098,Once a week
10003101,Occassional
10003102,Multiple times in a week
10003103,Occassional
10003106,Occassional
10003107,Once a month
10003108,Once a week
10003109,
10003110,Multiple times in a week
10003111,Never
10003112,Occassional
10003113,
10003115,Multiple times in a week
10003118,Occassional
10003120,2 - 3 times a month
10003122,Once a month
10003123,Rarely
10003125,Once a week
10003126,Occassional
10003128,Occassional
10003129,Multiple times in a week
10003131,2 - 3 times a month
10003132,Rarely
10003134,2 - 3 times a month
10003137,2 - 3 times a month
10003138,Rarely
10003140,Rarely
10003141,Occassional
10003142,Once a week
10003144,Rarely
10003145,Never
10003146,Rarely
10003148,
10003150,Once a month
10003151,Once a month
10003153,Once a month
10003154,Occassional
10003155,Once a month
10003158,Rarely
10003159,Once a week
10003160,Occassional
10003161,Once a week
10003163,Occassional
10003164,Once a week
10003165,Rarely
10003170,Once a month
10003181,Occassional
10003182,Once a month
10003183,Rarely
10003184,Once a week
10003185,Occassional
10003186,Multiple times in a week
10003190,Never
10003191,Occassional
10003193,Multiple times in a week
10003194,Occassional
10003199,Never
10003200,Occassional
10003201,Occassional
10003202,Rarely
10003203,Once a week
10003204,Never
10003205,Rarely
10003206,2 - 3 times a month
10003208,
10003209,Once a week
10003211,Multiple times in a week
10003212,Rarely
10003214,Rarely
10003215,Occassional
10003216,2 - 3 times a month
10003217,2 - 3 times a month
10003222,Once a month
10003223,2 - 3 times a month
10003224,Occassional
10003225,Occassional
10003227,2 - 3 times a month
10003231,
10003232,Once a month
10003236,2 - 3 times a month
10003237,Multiple times in a week
10003239,Multiple times in a week
10003240,Never
10003241,Once a week
10003242,Never
10003243,Once a month
10003244,Occassional
10003245,Rarely
10003246,Once a month
10003247,Occassional
10003248,Occassional
10003249,
10003251,Once a month
10003252,Once a month
10003254,Multiple times in a week
10003257,Once a month
10003258,Once a month
10003260,Once a week
10003261,Rarely
10003262,Occassional
10003266,2 - 3 times a month
10003267,Rarely
10003273,
10003274,2 - 3 times a month
10003275,Once a month
10003276,Never
10003277,2 - 3 times a month
10003278,Occassional
10003279,2 - 3 times a month
10003280,Once a week
10003281,Never
10003284,Once a week
10003285,Multiple times in a week
10003286,2 - 3 times a month
10003288,2 - 3 times a month
10003289,2 - 3 times a month
10003291,Occassional
10003292,Never
10003293,Occassional
10003294,Once a week
10003296,Rarely
10003299,Never
10003300,Rarely
10003301,Once a month
10003303,Never
10003305,2 - 3 times a month
10003307,Occassional
10003309,Never
10003310,Never
10003311,2 - 3 times a month
10003312,2 - 3 times a month
10003314,Once a week
10003318,Once a week
10003319,2 - 3 times a month
10003322,Once a week
10003323,Never
10003324,2 - 3 times a month
10003325,Once a month
10003326,Once a week
10003328,Never
10003330,Multiple times in a week
10003332,Once a week
10003333,2 - 3 times a month
10003335,2 - 3 times a month
10003336,Once a week
10003337,2 - 3 times a month
10003338,Once a month
10003339,Once a month
10003340,Once a month
10003341,Occassional
10003342,Occassional
10003345,Occassional
10003346,Occassional
10003347,Occassional
10003349,2 - 3 times a month
10003351,Once a week
10003352,Once a month
10003353,Never
10003356,Rarely
10003357,Once a week
10003358,Once a month
10003360,2 - 3 times a month
10003361,Once a month
10003364,Once a month
10003365,
10003366,Rarely
10003367,Once a month
10003368,Never
10003372,2 - 3 times a month
10003373,Never
10003374,2 - 3 times a month
10003375,Rarely
10003376,Once a month
10003377,2 - 3 times a month
10003379,Rarely
10003382,Never
10003385,Rarely
10003387,Never
10003390,Occassional
10003391,Once a week
10003392,
10003393,Occassional
10003396,Never
10003397,Multiple times in a week
10003399,Once a month
10003400,Once a week
10003401,Never
10003402,Occassional
10003406,Never
10003407,Occassional
10003408,Rarely
10003409,Rarely
10003410,Once a week
10003411,Once a week
10003412,2 - 3 times a month
10003413,Occassional
10003414,Rarely
10003417,Rarely
10003421,Never
10003422,Rarely
10003423,2 - 3 times a month
10003424,Once a month
10003425,Never
10003427,Rarely
10003428,Once a month
10003430,Once a month
10003431,2 - 3 times a month
10003434,
10003435,Rarely
10003437,Multiple times in a week
10003438,Never
10003439,Multiple times in a week
10003440,Once a month
10003442,Once a week
10003443,Multiple times in a week
10003445,2 - 3 times a month
10003449,2 - 3 times a month
10003451,Once a week
10003453,2 - 3 times a month
10003458,Rarely
10003462,2 - 3 times a month
10003463,
10003464,Once a month
10003465,
10003466,Never
10003467,Once a week
10003469,Never
10003471,2 - 3 times a month
10003475,Rarely
10003477,Multiple times in a week
10003478,Occassional
10003479,2 - 3 times a month
10003481,2 - 3 times a month
10003482,2 - 3 times a month
10003483,Once a month
10003485,Occassional
10003487,Multiple times in a week
10003489,
10003490,Once a week
10003492,Never
10003494,2 - 3 times a month
10003496,Occassional
10003497,Never
10003498,2 - 3 times a month
10003500,2 - 3 times a month
10003501,Occassional
10003503,Once a week
10003505,Multiple times in a week
10003506,Multiple times in a week
10003509,Rarely
10003511,Occassional
10003513,Occassional
10003514,Rarely
10003517,Never
10003518,Occassional
10003521,Never
10003522,Rarely
10003523,Occassional
10003524,Rarely
10003526,Once a month
10003527,Once a week
10003528,2 - 3 times a month
10003529,Multiple times in a week
10003531,Multiple times in a week
10003532,2 - 3 times a month
10003534,Once a month
10003540,Once a week
10003541,2 - 3 times a month
10003542,Once a month
10003543,Multiple times in a week
10003544,Never
10003546,Once a week
10003548,
10003549,Once a month
10003550,Never
10003551,Once a week
10003553,Once a month
10003554,Never
10003555,Multiple times in a week
10003557,
10003559,Occassional
10003560,Rarely
10003562,Never
10003563,2 - 3 times a month
10003564,Once a month
10003565,Never
10003569,Never
10003571,
10003574,2 - 3 times a month
10003575,Rarely
10003576,Once a month
10003577,Once a month
10003579,Occassional
10003580,Multiple times in a week
10003582,Occassional
10003583,Once a month
10003584,Once a month
10003586,
10003588,2 - 3 times a month
10003589,Once a week
10003591,Once a week
10003592,Once a month
10003597,Rarely
10003599,Once a week
10003601,Once a month
10003602,Multiple times in a week
10003604,Occassional
10003605,2 - 3 times a month
10003606,Never
10003607,Occassional
10003608,Once a month
10003611,Once a month
10003612,Rarely
10003613,Once a week
10003616,Once a month
10003618,
10003619,Rarely
10003620,Once a week
10003622,Never
10003623,Multiple times in a week
10003624,Once a week
10003625,Occassional
10003626,Occassional
10003627,Never
10003629,2 - 3 times a month
10003630,Once a week
10003632,Rarely
10003637,Once a week
10003638,Once a month
10003639,Never
10003640,Rarely
10003642,Rarely
10003645,Rarely
10003648,Once a week
10003649,Once a month
10003650,2 - 3 times a month
10003653,Never
10003655,Never
10003656,Rarely
10003657,Never
10003658,Once a month
10003659,Rarely
10003660,Never
10003664,Once a week
10003666,Occassional
10003669,2 - 3 times a month
10003670,2 - 3 times a month
10003671,Never
10003672,
10003673,2 - 3 times a month
10003675,Rarely
10003676,Once a week
10003677,Rarely
10003678,Never
10003680,Never
10003682,Never
10003685,Occassional
10003689,Never
10003691,Multiple times in a week
10003692,Never
10003693,Once a week
10003695,Once a week
10003697,Occassional
10003699,Once a month
10003701,
10003703,Rarely
10003706,Rarely
10003707,Once a month
10003709,2 - 3 times a month
10003710,
10003712,2 - 3 times a month
10003713,Never
10003714,
10003715,Rarely
10003716,Once a month
10003717,Multiple times in a week
10003718,Never
10003719,Rarely
10003720,Once a week
10003722,Rarely
10003723,Never
10003724,
10003725,Never
10003726,Never
10003728,Multiple times in a week
10003729,Multiple times in a week
10003731,
10003733,2 - 3 times a month
10003734,Never
10003735,Occassional
10003737,
10003738,Occassional
10003739,Occassional
10003740,Rarely
10003741,Occassional
10003745,Once a month
10003746,Multiple times in a week
10003748,2 - 3 times a month
10003749,Once a month
10003753,Once a month
10003758,Occassional
10003760,Never
10003762,Once a month
